prod_cd,prod_descr,country_code,prod_status_descr,npd_launch,long_descr,category_descr,development_descr,sector_descr,segment_descr,brand_descr,subbrand_descr,type_descr,set_sample_cd,team_category_descr,price_segment_desc,thumbnail_url,image_url,color
566294,Love Nature Set (WP1),IN,Unknown,NULL,Love Nature Set (WP1),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UNKNOWN,Unknown,NULL,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/566294.ashx?u=1802151030&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/566294.ashx?u=1802151030,NULL
566297,The One Set (WP3),IN,Unknown,NULL,The One Set (WP3),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UNKNOWN,Unknown,NULL,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/566297.ashx?u=1801250913&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/566297.ashx?u=1801250913,NULL
566343,New North for Men Set (WP),IN,Unknown,NULL,New North for Men Set (WP),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UNKNOWN,Unknown,NULL,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/566343.ashx?u=1801250913&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/566343.ashx?u=1801250913,NULL
566352,Essense & Co set (WP3),IN,Unknown,NULL,Essense & Co set (WP3),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UNKNOWN,Unknown,NULL,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/566352.ashx?u=1801250913&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/566352.ashx?u=1801250913,NULL
33523,Love Nature Face Cream Oat,G,Discontinued (D),2017-08-01 00:00:00.000,Love Nature Face Cream Oat,Skin Care,Global Development,Facial Care,Facial Moisturisers,Love Nature,Oat,Moisturiser,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/335/33523.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/335/33523.ashx?u=0101010000,NULL
33524,Love Nature Face Toner Oat,G,Discontinued (D),2017-08-01 00:00:00.000,Love Nature Face Toner Oat,Skin Care,Global Development,Facial Care,Toners,Love Nature,Oat,Facial Toner,REGP,Skin Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/335/33524.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/335/33524.ashx?u=0101010000,NULL
34447,GG Illuminating Pearls - DGlow,G,Ongoing (N),2018-01-08 00:00:00.000,Giordani Gold Illuminating Pearls - Delicate Glow,Colour Cosmetics,Global Development,Facial Make-Up,Blusher/Bronzer/Highlighter,Giordani Gold,Bronzing Pearl,Bronzing Pearls,REGP,Colour Cosmetics,Blush,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/344/34447.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/344/34447.ashx?u=0101010000,NULL
35155,The ONE Colour Obsession Li - NudeA,G,Ongoing (N),2018-02-01 00:00:00.000,The ONE Colour Obsession Lipstick - Nude Appeal,Colour Cosmetics,Global Development,Lip Products,Lipstick,The ONE,Not Applicable,Slim Stick,REGP,Colour Cosmetics,Lipstick,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/35/351/35155.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/35/351/35155.ashx?u=0101010000,NULL
8150,Glacier Eau De Toilette,G,Ongoing (N),2005-10-01 00:00:00.000,Glacier Eau de Toilette,Fragrances,Global Development,Men Fragrance,Male Fragrance,Glacier,Not Applicable,Male Eau de Toilette,REGP,Men Fragrance,Male Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/8/81/815/8150.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/8/81/815/8150.ashx?u=0101010000,NULL
29461,Feet Up PediSmooth Roller Head Repl,G,Ongoing (N),2017-05-30 00:00:00.000,Feet Up PediSmooth Roller Head Replacement,Accessories,Global Development,Beauty Tools,Body & Bath Tools,Feet Up,Not Applicable,Pedicure & Foot Care,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/294/29461.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/29/294/29461.ashx?u=0101010000,NULL
34042,Tender Care Pomegranate,G,Refeature Limited Life (Z),2018-08-27 00:00:00.000,Tender Care Protecting Balm with Organic Pomegranate Seed Oil,Skin Care,Global Development,Facial Care,Lip Care,Tender Care,Not Applicable,Lip Balm,REGP,Skin Care,Lip Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/340/34042.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/34/340/34042.ashx?u=0101010000,NULL
32173,Glacier AP ROD,G,Ongoing (N),2016-08-09 00:00:00.000,Glacier Anti-perspirant Roll-on Deodorant,Personal Care,Global Development,Deodorant,Deodorants,Glacier,Not Applicable,Men Ext Deodorant Roll-on,REGP,Men Fragrance,Deodorant,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/32/321/32173.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/03/32/321/32173.ashx?u=0101010000,NULL
32538,Incognito for her EDT,G,Ongoing (N),2016-03-15 00:00:00.000,Incognito for her Eau de Toilette,Fragrances,Global Development,Women Fragrance,Youth Fragrances,Incognito,Not Applicable,Youth Eau de Toilette,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/325/32538.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/325/32538.ashx?u=0101010000,NULL
127724,"Love Nature Set ",G,Limited Life (L),2018-07-31 00:00:00.000,"Love Nature Set ",Accessories,Local Purchase,Beauty Tools,Body & Bath Tools,Non Branded,Not Applicable,Other Body & Bath Tools,REGP,Accessories,NULL,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/127724.ashx?u=1810310930&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/127724.ashx?u=1810310930,NULL
127725,The One Set New WP 3,G,Limited Life (L),2018-07-31 00:00:00.000,The One Set New WP 3,Accessories,Local Purchase,Beauty Tools,MakeUp Tools,Non Branded,Not Applicable,Other Make up tools,REGP,Accessories,NULL,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/127725.ashx?u=1810310930&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/127725.ashx?u=1810310930,NULL
22442,Love Potion EdP,G,Ongoing (N),2011-08-10 00:00:00.000,Love Potion Eau de Parfum,Fragrances,Global Development,Women Fragrance,Youth Fragrances,Love Potion,Not Applicable,Youth Eau de Parfum,REGP,Woman Fragrance,Female Edt and Edp,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/22/224/22442.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/22/224/22442.ashx?u=0101010000,NULL
18437,Diamond Cellular Night Treatment,G,Ongoing (N),2010-02-03 00:00:00.000,Diamond Cellular Night Restorative Treatment,Skin Care,Global Development,Facial Care,Anti-Agers,Diamond,Not Applicable,Anti-Aging Night,REGP,Skin Care,Night cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/01/18/184/18437.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/01/18/184/18437.ashx?u=0101010000,NULL
22814,Royal Velvet Repairing Night Cream,G,Ongoing (N),2011-10-12 00:00:00.000,Royal Velvet Repairing Night Cream,Skin Care,Global Development,Facial Care,Anti-Agers,Royal Velvet,Not Applicable,Anti-Aging Night,REGP,Skin Care,Night cream,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/22/228/22814.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/22/228/22814.ashx?u=0101010000,NULL
22815,Royal Velvet Firming Eye Cream,G,Ongoing (N),2011-09-21 00:00:00.000,Royal Velvet Firming Eye Contour Cream,Skin Care,Global Development,Facial Care,Anti-Agers,Royal Velvet,Not Applicable,Anti-Aging Eye,REGP,Skin Care,Eye care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/22/228/22815.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/22/228/22815.ashx?u=0101010000,NULL
35797,COLOURBOX Metal Shine Red Fatale,G,Ongoing (N),2018-12-01 00:00:00.000,COLOURBOX Metal Shine Red Fatale,Colour Cosmetics,India Products,Nail Products,Nail Polish,Colourbox,Not Applicable,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35797.ashx?u=1810240438&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35797.ashx?u=1810240438,NULL
35798,COLOURBOX Metal Shine Coco Blush,G,Ongoing (N),2018-12-01 00:00:00.000,COLOURBOX Metal Shine Coco Blush,Colour Cosmetics,India Products,Nail Products,Nail Polish,Colourbox,Not Applicable,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35798.ashx?u=1810240438&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35798.ashx?u=1810240438,NULL
35799,COLOURBOX Metal Shine Maroon Love,G,Ongoing (N),2018-12-01 00:00:00.000,COLOURBOX Metal Shine Maroon Love,Colour Cosmetics,India Products,Nail Products,Nail Polish,Colourbox,Not Applicable,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35799.ashx?u=1810240438&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35799.ashx?u=1810240438,NULL
35800,COLOURBOX Metal Shine Magenta Magic,G,Ongoing (N),2018-12-01 00:00:00.000,COLOURBOX Metal Shine Magenta Magic,Colour Cosmetics,India Products,Nail Products,Nail Polish,Colourbox,Not Applicable,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35800.ashx?u=1810240438&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35800.ashx?u=1810240438,NULL
35801,COLOURBOX Metal Shine Gold Fever,G,Ongoing (N),2018-12-01 00:00:00.000,COLOURBOX Metal Shine Gold Fever,Colour Cosmetics,India Products,Nail Products,Nail Polish,Colourbox,Not Applicable,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35801.ashx?u=1810240439&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35801.ashx?u=1810240439,NULL
35802,COLOURBOX Metal Shine Electric Blue,G,Ongoing (N),2018-12-01 00:00:00.000,COLOURBOX Metal Shine Electric Blue,Colour Cosmetics,India Products,Nail Products,Nail Polish,Colourbox,Not Applicable,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35802.ashx?u=1810240439&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35802.ashx?u=1810240439,NULL
35803,COLOURBOX Metal Shine Disco Purple,G,Ongoing (N),2018-12-01 00:00:00.000,COLOURBOX Metal Shine Disco Purple,Colour Cosmetics,India Products,Nail Products,Nail Polish,Colourbox,Not Applicable,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35803.ashx?u=1810240439&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35803.ashx?u=1810240439,NULL
23555,Silk Beauty White Glow Body Lotion,G,Ongoing (N),2012-02-21 00:00:00.000,Silk Beauty White Glow Body Lotion,Skin Care,Global Development,Body Care,General Purpose Body Care,Silk Beauty,Silk Beauty White Glow,Body Lotion,REGP,Personal & Hair Care,Body Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/23/235/23555.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/23/235/23555.ashx?u=0101010000,NULL
8048,Rebel Body Spray,G,Ongoing (N),2003-06-01 00:00:00.000,Rebel Body Spray,Personal Care,Global Development,Deodorant,Deodorants,Rebel,Not Applicable,Men Ext Body Spray,REGP,Men Fragrance,Deodorant,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/8048.ashx?u=1802141124&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/8048.ashx?u=1802141124,NULL
31029,The ONE  Base & Top Coatn,G,Ongoing (N),2014-07-15 00:00:00.000,The ONE Base & Top Coat,Colour Cosmetics,Global Development,Nail Products,Other Nail Products,The ONE,Not Applicable,Base & Top Coats,REGP,Colour Cosmetics,Nail Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/310/31029.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/310/31029.ashx?u=0101010000,NULL
31473,The ONE Eyes Wide Open Mascara - BL,G,Ongoing (N),2015-01-02 00:00:00.000,The ONE Eyes Wide Open Mascara - Black,Colour Cosmetics,Global Development,Eye Make-Up,Mascara,The ONE,High Impact,Mascara,REGP,Colour Cosmetics,Mascara,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/314/31473.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/31/314/31473.ashx?u=0101010000,NULL
33222,The ONE No Compromise Mascara - BL,G,Ongoing (N),2017-08-01 00:00:00.000,The ONE No Compromise Mascara - Black,Colour Cosmetics,Global Development,Eye Make-Up,Mascara,The ONE,Long Wear,Mascara,REGP,Colour Cosmetics,Mascara,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/332/33222.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/332/33222.ashx?u=0101010000,NULL
30612,The ONE IlluSkin Powder - Light,G,Ongoing (N),2014-03-30 00:00:00.000,The ONE IlluSkin Powder - Light,Colour Cosmetics,Global Development,Facial Make-Up,Powder,The ONE,Everyday Beauty,Pressed Powder,REGP,Colour Cosmetics,Powder,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/306/30612-1.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/30/306/30612-1.ashx?u=0101010000,NULL
32537,Tender Care Organic Honey,G,Refeature Limited Life (Z),2015-10-13 00:00:00.000,Tender Care Protecting Balm with Organic Honey,Skin Care,Global Development,Facial Care,Lip Care,Tender Care,Not Applicable,Lip Balm,REGP,Skin Care,Lip Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/325/32537.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/325/32537.ashx?u=0101010000,NULL
33200,NovAge Men Energising & Hydrating B,G,Ongoing (N),2017-12-18 00:00:00.000,NovAge Men Energising & Hydrating Booster,Skin Care,Global Development,Facial Care,Anti-Agers,Novage,Men,Anti-Aging Men,REGP,Skin Care,Serums/Treatments/Capsules,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/332/33200.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/332/33200.ashx?u=0101010000,NULL
24547,Royal Velvet Capsules,G,Ongoing (N),2012-10-07 00:00:00.000,Royal Velvet Ultra Firming Capsules,Skin Care,Global Development,Facial Care,Anti-Agers,Royal Velvet,Not Applicable,Anti-Aging Treatment,REGP,Skin Care,Serums/Treatments/Capsules,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/24/245/24547.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/24/245/24547.ashx?u=0101010000,NULL
33445,Tender Care Protecting Balm Bilberr,G,Refeature Limited Life (Z),2017-05-09 00:00:00.000,Tender Care Protecting Balm with Bilberry Seed Oil,Skin Care,Global Development,Facial Care,Lip Care,Tender Care,Not Applicable,Lip Balm,REGP,Skin Care,Lip Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/334/33445.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/334/33445.ashx?u=0101010000,NULL
24855,The ONE Manicure Kit,G,Discontinued (D),2014-07-15 00:00:00.000,The ONE Manicure Kit,Accessories,Global Development,Beauty Tools,Body & Bath Tools,The ONE,Not Applicable,Manicure & Hand Care,REGP,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/24/248/24855.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/24/248/24855.ashx?u=0101010000,NULL
35484,M & H Gold Hand & Body Cream 75 gm,G,Limited Life (L),2018-02-01 00:00:00.000,Milk & Honey Gold Nourishing Hand & Body Cream Small Pack,Skin Care,India Products,Body Care,General Purpose Body Care,Milk & Honey,Gold,Body Cream,REGP,Personal & Hair Care,Body Care,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35484.ashx?u=1807230434&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35484.ashx?u=1807230434,NULL
35485,M & H Gold Sugar Scrub 75gm,G,Limited Life (L),2018-05-01 00:00:00.000,Milk & Honey Gold Smoothing Sugar Scrub Small Pack,Personal Care,India Products,Bath & Shower,Body Wash/Shower Gel,Milk & Honey,Gold,Body Scrub,REGP,Personal & Hair Care,Shower gels,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35485.ashx?u=1807230434&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35485.ashx?u=1807230434,NULL
35524,Love Nature Facial Kit- Glow,G,Ongoing (N),2019-04-01 00:00:00.000,Love Nature Facial Kit- Glow,Skin Care,India Products,Facial Care,Facial Moisturisers,Love Nature,Not Applicable,Facial Moisturiser Kit,REGP,Skin Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35524.ashx?u=1905010540&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35524.ashx?u=1905010540,NULL
22713,SBeauty White Glow Body Wash,G,Ongoing (N),2011-08-10 00:00:00.000,Silk Beauty White Glow Body Wash,Personal Care,Global Development,Bath & Shower,Body Wash/Shower Gel,Silk Beauty,Silk Beauty White Glow,Shower Gel,REGP,Personal & Hair Care,Shower gels,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/22/227/22713.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/22/227/22713.ashx?u=0101010000,NULL
22714,Silk Beauty White Glow APD,G,Discontinued (D),2011-08-10 00:00:00.000,Silk Beauty White Glow Anti-perspirant 24h Deodorant,Personal Care,Global Development,Deodorant,Deodorants,Silk Beauty,Silk Beauty White Glow,AP Deodorant Roll-on,REGP,Personal & Hair Care,Deodorant,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/22/227/22714.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/22/227/22714.ashx?u=0101010000,NULL
33522,Love Nature Milky Foam Cleanser Oat,G,Discontinued (D),2017-08-01 00:00:00.000,Love Nature Milky Foam Cleanser Oat,Skin Care,Global Development,Facial Care,Facial Cleansers,Love Nature,Oat,Facial Cleanser,REGP,Skin Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/335/33522.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/335/33522.ashx?u=0101010000,NULL
23378,SUN ZONE UV Protector SPF 50,G,Ongoing (N),2013-04-02 00:00:00.000,Sun Zone UV Protector Face and Exposed Areas SPF 50 High,Skin Care,Global Development,Sun Care,Sun Protection,Sun Zone,Not Applicable,Sun Protection Body,REGP,Skin Care,Sun Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/23/233/23378.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/02/23/233/23378.ashx?u=0101010000,NULL
28192,Bamboo Nail Brush,G,Ongoing (N),2015-02-13 00:00:00.000,Bamboo Nail Brush,Accessories,Global Development,Beauty Tools,Body & Bath Tools,Hand Care,Hand Care,Manicure & Hand Care,REG,Accessories,Cosmetic Accessories,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/28/281/28192.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/2/28/281/28192.ashx?u=0101010000,NULL
34620,COLOURBOX Nail Polish Chic Pink,G,Ongoing (N),2018-01-01 00:00:00.000,COLOURBOX Nail Polish Chic Pink,Colour Cosmetics,India Products,Nail Products,Nail Polish,Colourbox,Not Applicable,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34620-4.ashx?u=1809120816&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34620-4.ashx?u=1809120816,NULL
34621,COLOURBOX NailPolish Brick Burgundy,G,Ongoing (N),2017-12-01 00:00:00.000,COLOURBOX Nail Polish Brick Burgundy,Colour Cosmetics,India Products,Nail Products,Nail Polish,Colourbox,Not Applicable,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34621.ashx?u=1809252309&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34621.ashx?u=1809252309,NULL
33874,The ONE Luminescence Top Coat,G,Limited Life (L),2018-09-17 00:00:00.000,The ONE Luminescence Top Coat,Colour Cosmetics,Global Development,Nail Products,Other Nail Products,The ONE,Care,Base & Top Coats,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/338/33874.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/338/33874.ashx?u=0101010000,NULL
33938,TO Long Wear Nail Polish - PinkT,G,Limited Life (L),2018-09-17 00:00:00.000,The ONE Long Wear Nail Polish - Pink Thrill,Colour Cosmetics,Global Development,Nail Products,Nail Polish,The ONE,Long Wear,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/339/33938.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/33/339/33938.ashx?u=0101010000,NULL
32666,NFM Fairness Face Wash & Scrub,G,Ongoing (N),2016-05-01 00:00:00.000,North For Men Fairness Face Wash & Scrub,Skin Care,Global Development,Facial Care,Facial Cleansers,North for Men,Not Applicable,Men Cleanser,REGP,Personal & Hair Care,Cleansers and Toners,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/32666.ashx?u=1802261527&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/32666.ashx?u=1802261527,NULL
35448,NFM Fairness Face Cream,G,Ongoing (N),2019-02-01 00:00:00.000,North For Men Fairness Face Cream,Skin Care,India Products,Facial Care,Facial Moisturisers,North for Men,Fairness,Moisturiser Men,REGP,Personal & Hair Care,Day Cream,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35448.ashx?u=1903190555&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/35448.ashx?u=1903190555,NULL
34622,COLOURBOX Nail Polish Rich Pink,G,Ongoing (N),2017-12-01 00:00:00.000,COLOURBOX Nail Polish Rich Pink,Colour Cosmetics,India Products,Nail Products,Nail Polish,Colourbox,Not Applicable,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34622.ashx?u=1809252309&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34622.ashx?u=1809252309,NULL
34623,COLOURBOX Nail Polish Coral Pop,G,Ongoing (N),2017-12-01 00:00:00.000,COLOURBOX Nail Polish Coral Pop,Colour Cosmetics,India Products,Nail Products,Nail Polish,Colourbox,Not Applicable,Nail Polish,REGP,Colour Cosmetics,Nail Polish,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34623.ashx?u=1809252309&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34623.ashx?u=1809252309,NULL
34628,COLOURBOX Face Powder Light,G,Ongoing (N),2017-12-01 00:00:00.000,COLOURBOX Face Powder Light,Colour Cosmetics,India Products,Facial Make-Up,Powder,Colourbox,Not Applicable,Pressed Powder,REGP,Colour Cosmetics,Powder,https://media-asia-cdn.oriflame.com/-/media/ID/Images/Catalog/Products/34628.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/ID/Images/Catalog/Products/34628.ashx?u=0101010000,NULL
34630,COLOURBOX Kajal,G,Ongoing (N),2017-12-01 00:00:00.000,COLOURBOX Kajal,Colour Cosmetics,India Products,Eye Make-Up,Eye Liner/Pencil,Colourbox,Not Applicable,Eye Crayon/Kajal,REGP,Colour Cosmetics,Eye Liner,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34630.ashx?u=1802150819&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/IN/Images/Catalog/Products/34630.ashx?u=1802150819,NULL
32617,LN Body Lotion Almond Oil,G,Ongoing (N),2017-04-18 00:00:00.000,Love Nature Body Lotion Nourishing Almond Oil,Skin Care,Global Development,Body Care,General Purpose Body Care,Love Nature,Nourishing,Body Lotion,REGP,Personal & Hair Care,Body Care,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32617.ashx?u=0101010000&w=351&h=351,https://media-asia-cdn.oriflame.com/-/media/Images/Catalog/Products/_global/3/32/326/32617.ashx?u=0101010000,NULL
